metric_id,hub_id,hub_name,hub_type,division,district,region,date,opening_stock,received_quantity,administered_quantity,wasted_quantity,closing_stock,wastage_rate,utilization_rate,footfall,appointment_count,walk_in_count,temperature_avg,humidity_avg,power_outage_hours,day_of_week,is_holiday,weather_condition
ad4edde1,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-16,4533,0,158,16,4359,9.2,97.53,167,116,38,28.7,69.9,0.0,Friday,False,Clear
28e893c5,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-17,4359,0,140,26,4193,15.66,86.42,155,104,49,29.3,82.4,0.0,Saturday,True,Extreme_Heat
7fc429e7,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-18,4193,0,49,6,4138,10.91,30.25,64,33,13,28.0,85.1,0.0,Sunday,True,Monsoon
6755150b,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-19,4138,0,157,19,3962,10.8,96.91,151,99,54,27.1,83.7,0.0,Monday,False,Monsoon
f6e60c8c,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-20,3962,0,19,10,3933,34.48,11.73,14,14,4,25.3,67.2,3.8,Tuesday,False,Extreme_Heat
d68a68e6,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-21,3933,0,105,10,3818,8.7,64.81,95,63,29,27.2,72.6,2.6,Wednesday,False,Rainy
ea1ceb04,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-22,3818,683,23,0,4478,0.0,14.2,17,17,8,31.9,78.7,3.4,Thursday,False,Rainy
33e8d720,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-23,4478,532,141,24,4845,14.55,87.04,145,104,29,28.8,74.5,0.0,Friday,False,Clear
f8232f29,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-24,4845,0,69,8,4768,10.39,42.59,63,49,22,26.2,76.7,0.0,Saturday,True,Rainy
476eb6bc,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-25,4768,0,149,27,4592,15.34,91.98,144,116,57,30.2,70.1,0.0,Sunday,True,Monsoon
35641dcd,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-26,4592,0,31,4,4557,11.43,19.14,35,19,8,31.3,71.8,0.0,Monday,False,Rainy
bc99c513,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-27,4557,616,93,14,5066,13.08,57.41,112,63,21,33.2,60.3,1.9,Tuesday,False,Monsoon
6e51d9cd,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-28,5066,0,46,1,5019,2.13,28.4,44,30,13,33.0,60.6,0.0,Wednesday,False,Clear
fbac12a1,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-29,5019,0,29,5,4985,14.71,17.9,35,20,11,27.2,65.1,0.0,Thursday,False,Rainy
d378062b,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-30,4985,0,129,25,4831,16.23,79.63,135,83,40,32.0,68.5,2.8,Friday,False,Rainy
03a777e9,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-08-31,4831,287,74,17,5027,18.68,45.68,70,49,16,32.0,60.7,1.8,Saturday,True,Clear
a28759cc,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-01,5027,0,129,22,4876,14.57,79.63,120,98,46,31.2,60.8,0.0,Sunday,True,Clear
93113ecf,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-02,4876,0,89,12,4775,11.88,54.94,104,69,30,26.5,85.5,0.0,Monday,False,Rainy
bf3f6499,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-03,4775,348,44,12,5067,21.43,27.16,60,31,14,27.6,80.8,3.2,Tuesday,False,Clear
900530cb,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-04,5067,0,57,4,5006,6.56,35.19,65,44,21,30.8,73.9,0.0,Wednesday,False,Rainy
004b5003,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-05,5006,0,153,22,4831,12.57,94.44,158,102,42,30.4,72.2,3.3,Thursday,False,Clear
e96d1892,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-06,4831,0,56,4,4771,6.67,34.57,64,41,20,27.2,73.6,0.0,Friday,False,Clear
d47f867b,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-07,4771,151,20,13,4889,39.39,12.35,16,12,6,28.5,88.2,2.5,Saturday,True,Rainy
3eaed4a5,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-08,4889,757,18,0,5628,0.0,11.11,34,14,6,27.0,73.1,0.0,Sunday,True,Rainy
f2a304d1,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-09,5628,0,162,20,5446,10.99,100.0,171,107,50,32.2,64.0,0.0,Monday,False,Extreme_Heat
6351171f,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-10,5446,437,62,13,5808,17.33,38.27,56,44,16,31.6,84.0,0.5,Tuesday,False,Clear
e654f984,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-11,5808,0,143,25,5640,14.88,88.27,133,112,45,30.2,77.8,0.0,Wednesday,False,Clear
1d76247d,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-12,5640,724,66,7,6291,9.59,40.74,86,42,16,33.1,82.3,0.0,Thursday,False,Extreme_Heat
5605372d,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-13,6291,0,93,17,6181,15.45,57.41,94,65,21,27.9,77.5,0.0,Friday,False,Rainy
f0cabfe8,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-14,6181,0,31,0,6150,0.0,19.14,24,22,6,31.6,79.1,0.0,Saturday,True,Monsoon
912d56af,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-15,6150,0,83,20,6047,19.42,51.23,84,58,25,33.5,62.3,0.0,Sunday,True,Rainy
83558c4a,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-16,6047,0,39,13,5995,25.0,24.07,44,25,13,34.9,68.7,0.0,Monday,False,Monsoon
2aea8daf,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-17,5995,0,88,20,5887,18.52,54.32,86,54,24,33.3,63.3,1.8,Tuesday,False,Clear
b301f295,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-18,5887,733,58,5,6557,7.94,35.8,69,35,20,32.5,61.1,0.0,Wednesday,False,Clear
72c09d5a,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-19,6557,0,41,10,6506,19.61,25.31,58,26,12,26.4,83.9,0.0,Thursday,False,Rainy
6dfc29b9,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-20,6506,0,29,9,6468,23.68,17.9,22,21,10,26.8,71.0,0.6,Friday,False,Rainy
d0f9e6e5,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-21,6468,0,35,6,6427,14.63,21.6,49,23,12,33.8,66.7,2.9,Saturday,True,Monsoon
61ae68cb,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-22,6427,845,137,28,7107,16.97,84.57,144,93,37,27.3,75.0,2.0,Sunday,True,Extreme_Heat
d29303bc,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-23,7107,0,122,25,6960,17.01,75.31,126,93,31,30.2,74.0,0.0,Monday,False,Rainy
67a10433,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-24,6960,0,68,9,6883,11.69,41.98,64,41,16,32.2,71.1,0.0,Tuesday,False,Rainy
10e3ae6a,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-25,6883,0,79,12,6792,13.19,48.77,83,57,31,31.1,71.1,0.0,Wednesday,False,Rainy
0902699f,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-26,6792,0,86,20,6686,18.87,53.09,106,68,31,34.6,64.5,0.0,Thursday,False,Rainy
46aa261e,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-27,6686,0,42,0,6644,0.0,25.93,56,32,12,32.5,75.0,3.1,Friday,False,Clear
ce7ac238,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-28,6644,0,64,13,6567,16.88,39.51,63,49,16,26.1,69.6,0.0,Saturday,True,Clear
6fb8505f,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-29,6567,979,156,30,7360,16.13,96.3,159,115,44,33.0,62.7,0.0,Sunday,True,Clear
819d9b38,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-09-30,7360,0,51,10,7299,16.39,31.48,68,31,16,28.4,64.9,0.0,Monday,False,Clear
cc395bf6,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-01,7299,0,144,22,7133,13.25,88.89,135,110,37,32.8,89.3,0.0,Tuesday,False,Clear
81dd4339,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-02,7133,0,34,5,7094,12.82,20.99,26,22,12,26.6,87.0,3.8,Wednesday,False,Monsoon
9f343981,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-03,7094,0,103,11,6980,9.65,63.58,97,63,40,32.3,61.8,0.0,Thursday,False,Clear
66c6c5d9,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-04,6980,0,103,10,6867,8.85,63.58,112,72,25,33.4,70.0,2.1,Friday,False,Extreme_Heat
862febe3,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-05,6867,0,10,0,6857,0.0,6.17,1,6,3,25.0,88.3,0.0,Saturday,True,Monsoon
f2502c82,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-06,6857,0,54,20,6783,27.03,33.33,51,41,11,31.5,80.6,0.0,Sunday,True,Clear
cad5a3d1,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-07,6783,0,138,13,6632,8.61,85.19,154,100,44,27.6,89.0,0.0,Monday,False,Monsoon
ef07c8ef,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-08,6632,737,27,3,7339,10.0,16.67,47,17,8,29.2,65.9,0.0,Tuesday,False,Monsoon
5070b2bf,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-09,7339,659,132,26,7840,16.46,81.48,137,95,32,33.1,68.2,0.0,Wednesday,False,Extreme_Heat
6519d1ef,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-10,7840,0,144,24,7672,14.29,88.89,160,102,47,27.3,85.4,0.0,Thursday,False,Rainy
65326e1b,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-11,7672,0,110,10,7552,8.33,67.9,108,81,40,25.1,60.1,0.0,Friday,False,Clear
c3ecd32a,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-12,7552,512,79,15,7970,15.96,48.77,69,56,31,27.6,66.6,0.0,Saturday,True,Monsoon
01ed09d0,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-13,7970,550,58,13,8449,18.31,35.8,51,39,15,26.3,61.9,0.0,Sunday,True,Monsoon
ce73bbf4,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-14,8449,609,91,11,8956,10.78,56.17,93,60,20,34.3,65.7,0.0,Monday,False,Rainy
ded32a54,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-15,8956,0,109,13,8834,10.66,67.28,122,84,41,28.4,89.4,0.2,Tuesday,False,Rainy
a69520eb,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-16,8834,0,16,0,8818,0.0,9.88,12,12,3,25.0,75.5,0.0,Wednesday,False,Clear
e006d95c,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-17,8818,0,120,22,8676,15.49,74.07,115,91,33,31.3,62.0,0.3,Thursday,False,Clear
1de8fe7f,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-18,8676,785,114,15,9332,11.63,70.37,131,81,44,27.6,83.5,0.0,Friday,False,Extreme_Heat
1c6644f7,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-19,9332,0,25,11,9296,30.56,15.43,27,18,6,26.5,89.7,0.1,Saturday,True,Clear
43fd1eea,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-20,9296,0,62,8,9226,11.43,38.27,71,40,17,34.2,65.9,0.0,Sunday,True,Rainy
b7357cdf,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-21,9226,688,3,5,9906,62.5,1.85,19,2,1,34.1,88.3,0.0,Monday,False,Clear
5fe6caad,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-22,9906,0,3,0,9903,0.0,1.85,-7,2,1,27.0,63.9,0.0,Tuesday,False,Rainy
93fc4285,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-23,9903,0,24,8,9871,25.0,14.81,19,18,7,30.8,71.1,2.2,Wednesday,False,Monsoon
b116a6b3,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-24,9871,77,21,8,9919,27.59,12.96,18,16,6,29.4,79.1,3.2,Thursday,False,Rainy
6f1a7b8a,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-25,9919,198,59,15,10043,20.27,36.42,61,45,19,26.3,81.3,0.0,Friday,False,Rainy
2c09eba3,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-26,10043,0,24,6,10013,20.0,14.81,27,17,5,31.4,86.3,2.4,Saturday,True,Clear
be3f6bed,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-27,10013,0,49,10,9954,16.95,30.25,46,36,16,34.4,63.1,0.0,Sunday,True,Monsoon
a4253ac0,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-28,9954,895,52,6,10791,10.34,32.1,47,37,15,25.8,64.6,0.6,Monday,False,Rainy
11e1a088,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-29,10791,681,56,8,11408,12.5,34.57,61,35,22,34.8,72.3,0.0,Tuesday,False,Rainy
4807a689,HUB_001,Chittagong Upazila_Health_Complex 1,Upazila_Health_Complex,Chittagong,Chittagong,South,2024-10-30,11408,0,70,17,11321,19.54,43.21,81,45,23,25.5,83.6,0.1,Wednesday,False,Clear
6d335178,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-01,2724,220,346,65,2533,15.82,82.58,350,254,83,30.1,77.0,0.0,Thursday,False,Clear
04947487,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-02,2533,151,37,6,2641,13.95,8.83,57,22,11,31.5,74.6,2.7,Friday,False,Monsoon
662a113f,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-03,2641,194,131,28,2676,17.61,31.26,151,88,49,25.3,79.6,2.8,Saturday,True,Extreme_Heat
c8b664fb,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-04,2676,0,139,41,2496,22.78,33.17,136,93,34,30.9,69.1,0.0,Sunday,True,Rainy
6097886d,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-05,2496,0,125,30,2341,19.35,29.83,119,82,46,35.0,89.8,0.0,Monday,False,Monsoon
0ca2f97f,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-06,2341,0,340,64,1937,15.84,81.15,339,253,72,31.1,73.7,0.0,Tuesday,False,Clear
597db230,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-07,1937,0,188,34,1715,15.32,44.87,198,127,53,34.0,81.8,0.0,Wednesday,False,Monsoon
cd9fce2d,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-08,1715,543,193,40,2025,17.17,46.06,210,119,70,34.3,81.5,0.0,Thursday,False,Extreme_Heat
3388d40b,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-09,2025,0,302,59,1664,16.34,72.08,319,237,116,26.4,75.9,2.4,Friday,False,Clear
e3a0b13d,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-10,1664,0,323,88,1253,21.41,77.09,321,195,93,32.0,63.5,0.0,Saturday,True,Clear
06263b77,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-11,1253,0,175,40,1038,18.6,41.77,175,117,47,34.0,83.1,3.8,Sunday,True,Clear
f89fa6b0,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-12,1038,0,296,54,688,15.43,70.64,313,227,79,26.0,89.9,0.0,Monday,False,Extreme_Heat
6969c78e,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-13,688,0,265,45,378,14.52,63.25,264,188,93,34.4,83.5,0.0,Tuesday,False,Extreme_Heat
b417b544,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-14,378,90,385,67,16,14.82,91.89,394,237,101,26.4,71.4,0.0,Wednesday,False,Rainy
10f7ecb9,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-15,16,0,11,5,0,31.25,2.63,1,7,3,26.8,71.6,0.0,Thursday,False,Extreme_Heat
1fb15cb3,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-16,0,814,41,10,763,19.61,9.79,47,28,16,29.7,69.5,0.0,Friday,False,Monsoon
fe438d65,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-17,763,0,388,99,276,20.33,92.6,387,244,132,33.6,61.0,0.0,Saturday,True,Monsoon
0eb0c93f,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-18,276,0,12,6,258,33.33,2.86,13,7,3,31.4,68.5,0.0,Sunday,True,Rainy
d8987021,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-19,258,21,58,4,217,6.45,13.84,49,38,15,32.6,75.7,0.0,Monday,False,Extreme_Heat
cfc1b008,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-20,217,0,88,9,120,9.28,21.0,94,69,24,31.5,89.8,0.0,Tuesday,False,Clear
833d84ee,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-21,120,0,41,10,69,19.61,9.79,38,30,8,32.4,63.7,0.0,Wednesday,False,Monsoon
65fb37a5,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-22,69,486,57,12,486,17.39,13.6,50,36,11,32.7,63.5,0.0,Thursday,False,Clear
b94dd833,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-23,486,815,218,34,1049,13.49,52.03,213,135,81,28.5,81.6,1.3,Friday,False,Rainy
ba4ed3af,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-24,1049,5,207,51,796,19.77,49.4,205,144,63,27.8,73.1,3.2,Saturday,True,Rainy
f4ed6bca,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-25,796,0,281,63,452,18.31,67.06,278,171,76,33.0,78.9,0.0,Sunday,True,Clear
ec90babe,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-26,452,0,294,43,115,12.76,70.17,314,196,68,29.5,77.2,0.0,Monday,False,Rainy
38034ba3,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-27,115,0,29,1,85,3.33,6.92,27,17,6,32.2,65.3,0.1,Tuesday,False,Rainy
d1f64008,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-28,85,881,137,21,808,13.29,32.7,138,90,34,25.5,79.7,3.1,Wednesday,False,Clear
ec471197,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-29,808,0,338,53,417,13.55,80.67,355,228,132,32.4,68.8,0.0,Thursday,False,Rainy
b85e989f,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-30,417,0,199,31,187,13.48,47.49,190,143,66,26.0,73.5,0.0,Friday,False,Rainy
fdb7a73d,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-08-31,187,0,20,7,160,25.93,4.77,31,12,6,32.5,70.7,0.0,Saturday,True,Clear
be4da3f4,HUB_002,Dhaka District_Center 2,District_Center,Dhaka,Dhaka,Central,2024-09-01,160,0,55,8,97,12.7,13.13,63,43,11,35.0,68.2,2.0,Sunday,True,Monsoon
